Compound,logkpl,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,WPATH,WPOL,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,Fsp3,PetitjeanNumber,topoShape,bpol,VABC,ECCEN,VAdjMat,JPLogP,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nB,MolIP
Sufentanil base,-1.8181564120552274,3.33,3.0,2.0,3.0,2.0,0.0,1.0,2.0,1893.0,41.0,1.51663166,0.102062073,0.260491471,0.034020691,1.115287796,0.079056942,0.11862388,0.019764235,0.5,57.0,11.0,0.142857143,5.230489748,1.172031182,0.577350269,25.77833586,11.88822973,5.141248824,0.595275394,1.040041912,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.231,10.439361,113.044,2.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.70025068,31.97432576,-0.429201207,0.34134032,5.031462895,12.55852898,1.0,0.5,0.461538462,0.857142857,41.91021,372.46299,582.0,5.857980995,4.054991409,4.0,0.0,2.801,65.42779,0.0,136.0,54.75084265,2.027808987,15.26086918,5.275389286,6.976885274,19.11467341,13.18180042,11.09298653,9.428558392,7.874895983,6.012273928,3.915504743,2.785857067,17.21132505,10.68092962,8.278855102,6.43107973,4.732934424,3.282900004,1.9754548,1.249077343,9.0,0.350877193,61.02,0.465379774,-0.262019159,0.001369529,0.077779973,-0.118132867,0.0,0.0,0.144337567,0.276292929,0.274823088,0.0,0.0,0.11785113,0.171310048,0.177326889,0.0,2.0,9.0,0.0,5.0,4.0,1.0,0.0,3.762767967,6.859540178,9.779817404,2.401142585,3.618524693,4.446167375,0.157999891,9.0,35.39665171,34.33293794,46.72263856,46.04698022,51.1269911,2779.05,21.70273484,10.68376068,5.538461538,11.0,2109.818158,2454.342879,3391.37697,3486.166941,3451.609247,29.0,-0.0727412
Glycerol,-4.568636235841013,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.288675135,0.0,0.0,0.0,0.129099445,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.908560296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4081,1.98274561,20.5161,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85620194,16.00016,-0.424125479,0.248449398,3.806217189,6.100283661,0.0,1.0,0.5,1.0,8.745656,86.81509268,29.0,3.321928095,-1.208119651,5.0,0.0,-1.88,13.020344,0.0,20.0,10.6758508,1.779308466,7.109354215,7.109354215,0.0,4.991563832,2.808060412,1.921668296,1.39384685,0.288675135,0.0,0.0,0.0,3.333204618,1.707151003,1.018971878,0.421498206,0.057735027,0.0,0.0,0.0,2.0,0.0,60.69,0.285273441,-0.047545574,-0.142636721,6.94e-18,0.047545574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.577350269,0.288675135,0.0,0.115470054,0.025819889,0.0,0.659334613,0.0,8.323407107,5.996275931,6.328367909,6.213122025,1.774469036,139.03,6.0,3.2,3.0,0.0,140.1108511,130.602206,119.195883,72.56153498,14.55470188,5.0,9.802257823
Glycerol,-3.005946936412325,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.288675135,0.0,0.0,0.0,0.129099445,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.908560296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4081,1.98274561,20.5161,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85620194,16.00016,-0.424125479,0.248449398,3.806217189,6.100283661,0.0,1.0,0.5,1.0,8.745656,86.81509268,29.0,3.321928095,-1.208119651,5.0,0.0,-1.88,13.020344,0.0,20.0,10.6758508,1.779308466,7.109354215,7.109354215,0.0,4.991563832,2.808060412,1.921668296,1.39384685,0.288675135,0.0,0.0,0.0,3.333204618,1.707151003,1.018971878,0.421498206,0.057735027,0.0,0.0,0.0,2.0,0.0,60.69,0.285273441,-0.047545574,-0.142636721,6.94e-18,0.047545574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.577350269,0.288675135,0.0,0.115470054,0.025819889,0.0,0.659334613,0.0,8.323407107,5.996275931,6.328367909,6.213122025,1.774469036,139.03,6.0,3.2,3.0,0.0,140.1108511,130.602206,119.195883,72.56153498,14.55470188,5.0,9.802257823
Urea,-3.55495653854982,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
Urea,-3.694941125312857,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
Urea,-3.8297382846050425,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
Urea,-3.95233580539844,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
Urea,-3.925644419152991,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
urea,-3.557206774060231,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
urea,-3.597051170655595,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.577350269,0.0,0.0,0.0,0.068041382,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0421,1.08597241,13.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97709628,16.00596907,-0.367008417,0.374379306,3.289279808,4.862098247,0.0,0.0,0.5,1.0,4.010828,53.99973174,9.0,2.584962501,-1.314059445,3.0,0.0,-1.686,7.429172,0.0,12.0,6.732050808,1.683012702,6.732050808,2.244016936,4.488033872,3.577350269,1.732050808,1.732050808,0.0,0.0,0.0,0.0,0.0,2.062948829,0.781474414,0.402368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,0.184809944,-0.116018913,0.023613941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151212393,4.0,5.494429638,3.664455843,4.466903495,0.0,0.0,37.03,4.0,1.333333333,0.0,0.0,69.7459855,56.514256,45.86206325,0.0,0.0,3.0,8.560268406
Sucrose,-5.026872146400302,1.57,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1110.0,43.0,2.046256423,0.102062073,0.857122402,0.058925565,0.940511185,0.034020691,0.183179984,0.008784105,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.520020956,6.456719698,1.216440399,9.519267455,3.109405292,0.0,4.637040374,5.766702225,1.190550789,0.0,0.0,0.0,0.0,0.0,0.0,-4.3105,18.58041025,68.7741,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81723012,16.0109013,-0.420459918,0.371839334,4.328027251,9.733286416,0.0,1.0,0.5,1.0,29.798554,288.0878505,367.0,5.584962501,-4.407800113,2.0,0.0,-3.277,44.611446,2.0,120.0,45.29874648,1.969510717,29.32045813,29.32045813,0.0,17.36144284,10.80689674,9.681754084,9.339808072,6.74131037,4.989760794,3.350695103,1.935898337,12.04257613,7.049460185,5.559383362,4.070325339,2.631315967,1.617471495,0.830215968,0.392370403,5.0,0.266666667,189.53,1.293703278,-0.343483018,-0.593239427,0.363656168,-0.218309994,0.0,0.0,0.068041382,0.325781252,0.783014205,0.0,0.0,0.03928371,0.132918622,0.212664908,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.102908856,9.399125562,13.29630328,1.930885486,2.460066965,2.793384559,0.55399304,0.0,31.51915939,28.64928768,45.18705355,59.37784503,48.83759183,1610.11,19.32638889,7.486111111,3.38331411,0.0,1174.23895,1406.085977,2071.09201,2158.388734,1753.340657,24.0,8.616881858
Sucrose,-5.2839966563652006,1.57,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1110.0,43.0,2.046256423,0.102062073,0.857122402,0.058925565,0.940511185,0.034020691,0.183179984,0.008784105,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.520020956,6.456719698,1.216440399,9.519267455,3.109405292,0.0,4.637040374,5.766702225,1.190550789,0.0,0.0,0.0,0.0,0.0,0.0,-4.3105,18.58041025,68.7741,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81723012,16.0109013,-0.420459918,0.371839334,4.328027251,9.733286416,0.0,1.0,0.5,1.0,29.798554,288.0878505,367.0,5.584962501,-4.407800113,2.0,0.0,-3.277,44.611446,2.0,120.0,45.29874648,1.969510717,29.32045813,29.32045813,0.0,17.36144284,10.80689674,9.681754084,9.339808072,6.74131037,4.989760794,3.350695103,1.935898337,12.04257613,7.049460185,5.559383362,4.070325339,2.631315967,1.617471495,0.830215968,0.392370403,5.0,0.266666667,189.53,1.293703278,-0.343483018,-0.593239427,0.363656168,-0.218309994,0.0,0.0,0.068041382,0.325781252,0.783014205,0.0,0.0,0.03928371,0.132918622,0.212664908,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.102908856,9.399125562,13.29630328,1.930885486,2.460066965,2.793384559,0.55399304,0.0,31.51915939,28.64928768,45.18705355,59.37784503,48.83759183,1610.11,19.32638889,7.486111111,3.38331411,0.0,1174.23895,1406.085977,2071.09201,2158.388734,1753.340657,24.0,8.616881858
Sucrose,-3.134067331806814,1.57,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1110.0,43.0,2.046256423,0.102062073,0.857122402,0.058925565,0.940511185,0.034020691,0.183179984,0.008784105,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.520020956,6.456719698,1.216440399,9.519267455,3.109405292,0.0,4.637040374,5.766702225,1.190550789,0.0,0.0,0.0,0.0,0.0,0.0,-4.3105,18.58041025,68.7741,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81723012,16.0109013,-0.420459918,0.371839334,4.328027251,9.733286416,0.0,1.0,0.5,1.0,29.798554,288.0878505,367.0,5.584962501,-4.407800113,2.0,0.0,-3.277,44.611446,2.0,120.0,45.29874648,1.969510717,29.32045813,29.32045813,0.0,17.36144284,10.80689674,9.681754084,9.339808072,6.74131037,4.989760794,3.350695103,1.935898337,12.04257613,7.049460185,5.559383362,4.070325339,2.631315967,1.617471495,0.830215968,0.392370403,5.0,0.266666667,189.53,1.293703278,-0.343483018,-0.593239427,0.363656168,-0.218309994,0.0,0.0,0.068041382,0.325781252,0.783014205,0.0,0.0,0.03928371,0.132918622,0.212664908,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.102908856,9.399125562,13.29630328,1.930885486,2.460066965,2.793384559,0.55399304,0.0,31.51915939,28.64928768,45.18705355,59.37784503,48.83759183,1610.11,19.32638889,7.486111111,3.38331411,0.0,1174.23895,1406.085977,2071.09201,2158.388734,1753.340657,24.0,8.616881858
Sucrose,-4.719421629631924,1.57,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1110.0,43.0,2.046256423,0.102062073,0.857122402,0.058925565,0.940511185,0.034020691,0.183179984,0.008784105,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.520020956,6.456719698,1.216440399,9.519267455,3.109405292,0.0,4.637040374,5.766702225,1.190550789,0.0,0.0,0.0,0.0,0.0,0.0,-4.3105,18.58041025,68.7741,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81723012,16.0109013,-0.420459918,0.371839334,4.328027251,9.733286416,0.0,1.0,0.5,1.0,29.798554,288.0878505,367.0,5.584962501,-4.407800113,2.0,0.0,-3.277,44.611446,2.0,120.0,45.29874648,1.969510717,29.32045813,29.32045813,0.0,17.36144284,10.80689674,9.681754084,9.339808072,6.74131037,4.989760794,3.350695103,1.935898337,12.04257613,7.049460185,5.559383362,4.070325339,2.631315967,1.617471495,0.830215968,0.392370403,5.0,0.266666667,189.53,1.293703278,-0.343483018,-0.593239427,0.363656168,-0.218309994,0.0,0.0,0.068041382,0.325781252,0.783014205,0.0,0.0,0.03928371,0.132918622,0.212664908,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.102908856,9.399125562,13.29630328,1.930885486,2.460066965,2.793384559,0.55399304,0.0,31.51915939,28.64928768,45.18705355,59.37784503,48.83759183,1610.11,19.32638889,7.486111111,3.38331411,0.0,1174.23895,1406.085977,2071.09201,2158.388734,1753.340657,24.0,8.616881858
Sucrose,-4.804584703790628,1.57,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1110.0,43.0,2.046256423,0.102062073,0.857122402,0.058925565,0.940511185,0.034020691,0.183179984,0.008784105,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.520020956,6.456719698,1.216440399,9.519267455,3.109405292,0.0,4.637040374,5.766702225,1.190550789,0.0,0.0,0.0,0.0,0.0,0.0,-4.3105,18.58041025,68.7741,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81723012,16.0109013,-0.420459918,0.371839334,4.328027251,9.733286416,0.0,1.0,0.5,1.0,29.798554,288.0878505,367.0,5.584962501,-4.407800113,2.0,0.0,-3.277,44.611446,2.0,120.0,45.29874648,1.969510717,29.32045813,29.32045813,0.0,17.36144284,10.80689674,9.681754084,9.339808072,6.74131037,4.989760794,3.350695103,1.935898337,12.04257613,7.049460185,5.559383362,4.070325339,2.631315967,1.617471495,0.830215968,0.392370403,5.0,0.266666667,189.53,1.293703278,-0.343483018,-0.593239427,0.363656168,-0.218309994,0.0,0.0,0.068041382,0.325781252,0.783014205,0.0,0.0,0.03928371,0.132918622,0.212664908,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.102908856,9.399125562,13.29630328,1.930885486,2.460066965,2.793384559,0.55399304,0.0,31.51915939,28.64928768,45.18705355,59.37784503,48.83759183,1610.11,19.32638889,7.486111111,3.38331411,0.0,1174.23895,1406.085977,2071.09201,2158.388734,1753.340657,24.0,8.616881858
sucrose,-4.364516253185088,1.57,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1110.0,43.0,2.046256423,0.102062073,0.857122402,0.058925565,0.940511185,0.034020691,0.183179984,0.008784105,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.520020956,6.456719698,1.216440399,9.519267455,3.109405292,0.0,4.637040374,5.766702225,1.190550789,0.0,0.0,0.0,0.0,0.0,0.0,-4.3105,18.58041025,68.7741,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81723012,16.0109013,-0.420459918,0.371839334,4.328027251,9.733286416,0.0,1.0,0.5,1.0,29.798554,288.0878505,367.0,5.584962501,-4.407800113,2.0,0.0,-3.277,44.611446,2.0,120.0,45.29874648,1.969510717,29.32045813,29.32045813,0.0,17.36144284,10.80689674,9.681754084,9.339808072,6.74131037,4.989760794,3.350695103,1.935898337,12.04257613,7.049460185,5.559383362,4.070325339,2.631315967,1.617471495,0.830215968,0.392370403,5.0,0.266666667,189.53,1.293703278,-0.343483018,-0.593239427,0.363656168,-0.218309994,0.0,0.0,0.068041382,0.325781252,0.783014205,0.0,0.0,0.03928371,0.132918622,0.212664908,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,6.102908856,9.399125562,13.29630328,1.930885486,2.460066965,2.793384559,0.55399304,0.0,31.51915939,28.64928768,45.18705355,59.37784503,48.83759183,1610.11,19.32638889,7.486111111,3.38331411,0.0,1174.23895,1406.085977,2071.09201,2158.388734,1753.340657,24.0,8.616881858
